Phone,VMailMessage,DayMins,EveMins,NightMins,IntlMins,CustServCalls,DayCalls,EveCalls,NightCalls,IntlCalls,AccountLength,IntlPlan
405-8075,0,148.2,308.7,235.4,6.4,2,82,67,79,4,88,0
390-9698,0,193.1,172.1,129.6,10.2,0,85,105,119,1,78,0
403-4917,0,171.7,174.8,189.6,7.8,1,99,87,130,6,98,0
391-6709,35,198.5,270.6,209.9,8.1,1,123,74,130,10,17,0
389-5988,24,121.7,184,266.6,12.7,1,87,76,98,3,56,0
372-1534,0,130.2,278,305.4,14,2,105,60,74,6,84,0
395-6369,0,203.4,168.6,173,13.7,2,96,61,105,3,95,0
400-3197,0,174.7,280.8,171.7,10.5,5,83,122,80,8,16,0
377-4169,0,241,231.8,220.2,9.9,1,120,96,67,1,76,1
384-5343,0,141.7,221,227.1,10.2,0,95,100,71,3,93,0
338-4472,0,134.8,167.2,161.5,7.7,2,96,78,123,5,83,0
332-2126,0,163.1,249.4,168.2,9,1,119,51,77,10,123,0
349-2157,0,145.5,228.4,273.4,8.9,1,116,110,91,8,64,0
393-4823,0,329.8,208.3,267.1,10.6,0,73,120,102,6,82,0
385-2683,0,194.5,186.3,178.3,12.7,2,97,131,106,1,107,0
345-8350,0,131.9,272.7,192.8,7.1,1,93,106,105,4,110,0
334-4506,29,150,159.4,228.1,8.5,1,91,75,55,3,96,0
332-3544,30,196.6,241.4,226,12.9,2,93,140,118,4,47,0
380-5102,0,99.7,145.1,149.4,14.1,2,107,96,99,4,115,0
395-6149,0,143.6,141.8,194,10.8,3,88,86,83,5,69,0
398-8122,40,231.9,211.8,268.5,12.3,2,56,91,74,3,163,0
334-4438,0,37.8,155.3,175,14.2,3,80,105,111,5,90,0
384-7459,0,72.8,186.4,175.3,10.5,3,107,103,110,4,98,0
368-3931,39,94.8,219.1,197.4,11.4,1,89,91,65,5,90,0
353-1352,15,221.8,210.6,221.8,12.4,1,143,115,109,9,174,0
348-5725,0,269,233.7,179.3,7.3,2,120,120,61,4,95,0
365-2008,0,268.3,185.5,264.6,6.3,1,114,111,88,7,79,0
393-3635,27,198.7,249,173.2,12.5,1,127,105,124,5,123,0
380-8727,0,115.5,218.1,254.9,11.5,7,75,111,98,7,99,0
381-2376,0,202.1,195.7,291.8,13.3,2,100,102,120,5,114,0
365-8114,0,215.6,200.6,153.8,12.4,1,113,81,107,6,141,0
415-5008,0,169.9,209.4,206.1,11.5,1,107,121,79,2,132,0
392-8318,0,201.7,169.4,286.3,6,0,85,116,80,4,133,0
401-4007,0,221.1,160.2,161.8,8.4,4,133,140,84,3,133,0
338-7709,32,218.7,115,192.7,9.4,2,117,61,85,5,93,0
374-1981,0,293.7,272.5,178.2,11,2,89,71,76,10,34,0
333-5101,0,120.3,240.4,216.4,7.7,4,108,84,74,3,140,0
345-3734,26,175.8,206.6,178,11.1,2,96,84,105,2,96,0
384-5004,0,278.5,240.7,120,11.6,1,95,90,90,5,144,0
341-9396,29,236.3,190.8,129,7.2,3,105,114,105,2,24,0
408-6302,0,273.8,119.6,267.6,11.7,1,113,156,117,3,54,0
348-7193,0,131.1,160.5,206.9,5.6,5,129,94,88,9,50,0
417-4063,23,167.4,258.6,116.4,11.2,4,83,129,110,3,92,0
375-6911,0,197.7,250.5,181.2,10.5,3,68,53,67,3,96,0
358-3604,0,169.5,230.9,269.8,9,2,93,71,115,7,146,0
339-7485,17,225.2,173.4,145.8,11.7,0,116,88,99,4,138,1
368-3078,0,174.5,213.7,164.7,10.3,4,73,114,116,5,102,0
418-7055,0,129.7,177.5,228.9,7.5,5,84,80,87,3,76,0
386-9981,0,200,107.9,233.7,11.4,3,66,104,82,2,99,0
366-2541,36,95.9,261.6,228.6,13.3,0,87,105,109,4,83,0
335-3110,25,152.8,242.8,147.4,9.1,1,110,67,74,2,36,0
400-7809,0,129.9,208.7,231.4,14.3,1,102,133,93,3,70,0
404-3106,0,268.4,150.6,297.9,9.7,2,85,131,84,8,109,1
333-2337,0,188.5,148.3,179.8,15.2,2,152,115,88,5,100,0
353-6482,0,170.6,162.1,210.7,6.1,1,97,111,131,1,104,0
397-8162,0,191.4,200.7,230.1,8.2,1,124,116,76,3,106,0
380-6722,0,75.3,179.9,193.8,12.3,1,96,113,134,1,84,0
329-2918,0,149.8,276.3,241.4,10.9,2,123,75,75,7,80,0
348-8022,0,115.9,111.3,170.2,7.1,1,87,56,77,4,100,0
388-4459,0,128.8,203.9,282.6,14.1,2,86,105,131,4,99,0
358-3114,0,131.7,216.5,196.1,11,1,108,103,126,5,50,0
343-9654,0,101.4,159.1,259.2,12.2,1,48,119,53,2,105,0
401-9909,23,149,235.8,201.8,9.5,4,104,67,76,5,113,0
404-9978,36,96.8,170.6,166,13.4,2,123,105,85,4,111,0
397-8011,0,107.5,256.4,247.2,12.6,2,121,46,131,3,161,0
341-8719,0,232.8,303.4,255.6,12.9,0,95,111,104,7,70,0
408-1242,43,121.1,260.2,222.4,8.3,3,105,115,100,5,97,0
406-7726,0,124.3,270.7,239.5,3.5,0,70,99,83,6,130,0
351-2773,0,157.7,298.6,216.9,13.8,1,101,100,99,3,92,0
368-6174,0,124.3,207.1,157.4,14.8,0,68,88,93,1,119,0
334-5029,0,286.4,205.7,191.4,6.9,1,125,74,141,6,115,0
413-1789,0,141.7,205.6,218.5,8.8,0,95,101,60,6,134,0
414-1246,25,173,245.8,300,4.8,0,91,64,99,3,127,0
330-4978,0,268.7,301,167,5.8,2,120,147,140,1,80,0
386-1631,31,218.5,134.2,118.9,9.4,0,130,103,105,6,153,0
363-1208,0,255.3,194.6,276.6,3.7,3,114,83,78,5,85,0
334-5263,0,41.9,211,237.9,11.4,1,124,95,55,5,79,0
361-4137,0,260.8,258.1,131.3,5.8,1,87,78,123,2,35,0
374-8187,26,239.4,259.4,238,7.7,0,94,88,132,3,120,0
370-1525,0,226.7,168.4,188.7,10.2,0,94,129,117,1,68,0
355-3801,0,179.3,208.9,248.2,13.5,1,147,89,98,6,60,0
392-5605,0,158,197,154.9,10,1,110,103,132,5,120,0
363-1366,23,175.7,258.9,268.4,14.1,1,82,136,154,7,71,0
358-5274,0,157.4,167.8,188.8,8.8,3,107,112,102,3,124,0
376-9607,0,113.1,168.8,262.9,6.9,1,74,95,126,2,23,0
374-1213,0,182.7,246.5,218,8.8,1,142,63,103,2,225,0
421-8537,0,161.3,124.4,262,14.1,0,83,83,98,3,181,1
351-5576,0,142.5,208.3,228.9,7.5,2,92,102,120,2,63,0
407-7258,0,190.5,259.7,141.5,9.7,2,108,108,111,2,54,1
405-4420,15,159.3,170.6,141.2,11.9,1,110,120,82,5,80,1
340-2855,39,153.8,123.3,117.8,9.2,1,106,111,103,6,118,1
342-8002,0,180.7,174.6,165.3,12,2,127,94,114,6,42,1
355-6826,0,202.7,224.9,253.9,12.1,0,105,90,108,7,134,0
402-3886,35,190.8,261.3,209.5,8.9,0,100,93,108,6,66,0
336-5900,0,205.1,232.7,259.9,9.2,2,102,109,95,6,66,0
339-7684,28,235.6,236.8,241.2,7.7,1,124,113,127,2,127,0
390-2433,0,189.3,155.9,186,7.4,0,77,128,83,3,146,0
360-7246,42,166.9,273.2,171,11.5,1,101,84,106,1,93,0
335-6508,0,245.2,254.1,239.4,7.5,0,87,83,91,4,77,0
348-6720,0,132.6,221.1,127.9,12.7,4,125,67,101,2,111,0
406-6400,0,182.3,139.8,171.6,11.6,2,64,121,96,7,125,0
390-7370,14,192.3,88.7,229.4,10.5,2,86,90,120,3,115,0
390-5055,0,122,220.2,179.7,10.8,2,110,100,124,2,115,1
405-7542,0,193,250,133.3,9.6,2,101,81,79,2,114,0
364-4927,0,158.6,220,252.9,9.1,0,112,114,106,3,106,0
329-3458,39,91.5,219.9,229,12.7,2,125,113,99,8,118,0
331-3842,0,153.6,205.5,114.5,12.5,1,92,88,89,10,59,0
343-4147,40,221.6,157.1,222.4,11.5,1,79,74,124,3,87,1
335-2274,0,244.7,168,281.5,6.6,1,81,117,87,1,21,0
343-3227,24,239.8,285.9,256.7,9.5,0,103,65,106,4,142,0
336-6907,0,172.4,230.5,228.2,11,0,132,100,109,5,62,0
331-1391,0,242.5,245.4,219.6,10,3,83,97,80,3,149,0
360-1643,39,117.6,159.2,236.4,11.3,2,82,60,113,10,54,0
410-2518,0,174.5,259.3,170.5,11.3,1,127,71,120,7,112,0
344-4970,0,157.3,220.9,218.9,12,1,83,85,129,7,68,0
408-1486,21,192,239.1,116.1,15.1,1,97,81,125,3,201,0
396-1648,0,218.2,169.3,141.1,8,1,76,60,99,1,88,0
391-2022,29,144.6,140,165.4,10.9,1,97,102,148,3,85,0
420-6465,0,153.6,232.9,214.2,14.1,0,108,85,92,4,51,1
398-2628,29,135.8,222.5,235.6,7.9,2,104,101,92,6,45,0
409-5519,0,160.7,146.8,287.8,8.2,0,69,106,144,5,116,0
391-8554,31,202.5,241.4,169.6,7.8,1,91,108,77,2,146,0
395-1693,34,152.2,227.1,195.7,12.3,1,119,91,103,5,63,0
393-3194,0,227.4,73.2,114.3,4.7,0,90,135,99,7,133,0
328-3402,0,191.6,205.6,210.2,9.2,2,115,108,123,3,125,0
411-4781,0,138.9,211.6,179.5,10.8,1,111,102,91,3,72,0
401-2581,0,127,206.9,231.7,6.1,0,102,107,99,6,130,0
385-1214,0,168.6,259.2,279.8,7.3,1,87,105,123,4,97,0
348-6853,0,286.6,223.2,203.7,11.5,1,73,108,107,5,54,0
341-8412,29,164.6,262.8,123.8,15.2,1,121,108,131,4,160,0
330-8142,0,144,135.8,212.4,13,1,90,91,129,4,79,0
361-1404,47,141.6,207.9,203.6,10.2,0,95,130,95,11,92,0
375-9671,0,204.3,247.3,214.7,12,1,65,123,94,4,59,0
372-1824,0,163.2,167.6,87.5,6.2,1,80,90,90,10,132,0
408-3606,0,225,244.2,221.2,10.7,0,110,111,93,4,21,0
333-3595,0,176.1,199.7,263.9,8.5,2,103,130,96,6,93,0
379-7009,36,254.2,228.1,98,13.8,5,78,105,125,7,147,0
411-4940,0,174.9,262,210,8.5,1,105,75,93,5,101,0
409-7523,0,187.3,160.7,263.8,9.6,0,118,111,112,2,125,1
408-6725,0,211.8,230.9,217.1,10.7,3,84,137,99,9,63,0
350-2384,0,241.9,126.9,185.6,11.7,0,102,117,92,6,107,0
348-1706,0,196.1,199.7,135.9,12.9,3,103,123,71,1,110,0
415-6145,0,231.3,210.4,217.4,12.4,3,100,84,106,2,83,0
373-3731,0,161.6,196.3,294.8,13.8,1,104,119,111,2,117,0
341-3349,0,194,241,227.5,11.9,0,103,116,153,5,124,0
399-8859,0,109.7,223.8,240.3,15.4,3,148,87,96,8,115,0
377-4518,0,277,238.3,94.4,8.3,1,119,106,96,3,156,1
341-1594,0,192.1,163.6,169.7,6.1,0,83,88,138,3,89,0
418-8770,0,198.4,216.9,112.8,13.1,0,147,121,125,4,72,0
332-9118,42,209.2,159.7,181.6,9.5,0,82,74,100,3,101,0
386-1418,0,184.8,216.4,141.1,18.4,2,98,125,116,3,53,0
393-3535,0,167.8,142,190.7,7.3,2,119,123,128,4,116,0
328-9006,0,139.2,191.4,286.5,11.8,3,140,113,125,3,78,0
402-2482,17,221.3,167.6,262.7,4.4,0,82,100,87,4,117,0
408-4865,0,121.6,165.3,243.9,8.9,1,84,115,95,2,56,0
396-6247,39,270.4,245.1,108.9,15.4,1,99,110,113,7,123,0
396-9462,0,139.6,240.9,127.1,8.8,2,94,112,88,4,127,0
396-9279,23,253,138.9,277.8,11.8,2,78,121,104,3,116,0
363-8715,26,183.9,240.7,185.7,15,1,83,93,125,3,138,0
356-1358,0,203.3,259.9,115.9,7.8,3,108,66,103,2,120,0
360-7839,0,200.6,152.5,199.4,7.7,3,106,127,128,2,102,0
364-8774,0,167.6,176,250.9,13.4,2,96,89,113,6,95,0
348-5038,0,156.5,204.3,141.9,9.9,2,67,103,72,2,102,0
365-4728,25,215.1,197.4,162.1,10.6,1,140,69,117,10,89,0
351-9037,0,301.7,167.1,72.2,10.5,1,82,118,89,6,50,0
397-9184,42,152.3,267.5,266.9,11.3,7,90,102,130,5,93,0
398-4538,0,195.4,212.1,138.4,15.1,1,116,101,134,11,68,0
382-6827,0,208.7,275.5,182.5,8,2,97,83,122,3,70,0
408-1340,29,190.1,223.2,256.2,14.2,0,87,123,130,6,138,0
333-9511,37,185.4,178.5,218.3,8,4,87,128,107,3,141,0
358-7379,17,183.2,252.8,156.7,9.7,0,95,125,95,3,112,0
397-1766,0,54.2,303.2,171.8,8.6,1,100,84,84,2,117,1
331-2144,26,208,185,177.7,8.1,1,115,113,144,9,1,0
345-7014,0,230.3,77.9,247.1,13.2,1,110,87,105,4,70,0
395-1898,22,240.8,75.9,224.6,7.1,2,102,106,115,3,87,0
373-8920,21,195.7,106.2,157.4,5.3,2,119,95,94,3,52,0
373-8908,0,276.1,201.1,231.3,8.9,0,82,106,73,4,97,0
415-1203,0,166.1,175.9,243.5,16.2,2,93,106,55,3,105,0
369-7017,28,135.9,244.5,207.5,11.5,4,117,102,74,3,77,0
420-8435,0,189.1,223.2,269,13.9,2,122,92,116,3,80,1
395-2579,43,177.9,175.1,161.3,11.5,1,117,70,117,4,120,0
405-7850,39,143.9,210.3,129.2,12.5,2,73,117,117,8,54,0
394-7710,0,148.2,159.6,197.4,8.6,2,138,123,62,3,148,1
342-4122,0,287.1,159.3,216.8,13.9,2,115,99,86,1,119,0
340-1876,26,179.7,218.1,212.3,9.3,1,144,129,105,8,162,0
383-6095,0,165.8,190,144,10.9,5,96,141,116,3,85,0
413-1061,25,144.1,167.6,240,14.5,1,144,105,107,3,101,0
343-5347,0,172.5,253.1,221.6,5.9,0,85,71,113,6,172,0
376-4861,0,199.8,167.1,271.8,5.5,1,138,91,94,4,80,0
417-2265,0,109.1,142.3,91.2,10.9,2,134,76,86,5,67,0
419-7415,0,171.8,301.7,139.4,9.7,1,106,44,108,5,86,0
407-2259,0,222.3,286,249.4,12.1,1,101,111,117,4,107,0
333-2906,0,245.8,264.7,111.7,11.2,0,102,90,103,7,133,0
360-7477,0,164.6,270.6,230.4,8,0,110,103,109,3,116,0
342-5243,0,211.7,271.7,203.3,7.4,0,107,77,108,7,63,0
417-3999,16,147.2,160.1,184,7.7,0,103,96,120,2,119,1
379-1720,0,254.7,252.2,178.1,8,0,103,80,103,3,133,1
368-3117,0,170.1,271.8,110.7,8.7,1,113,94,78,4,94,1
352-5000,0,195.1,261.5,203.8,11.4,0,91,57,90,5,69,0
405-7676,0,149.3,187.1,149.8,7.9,7,83,130,100,4,146,0
361-2349,0,81.9,253.8,213.1,8.9,2,75,114,125,1,119,0
383-2901,25,191.1,149.6,227.8,9.8,0,109,120,60,3,142,1
369-7049,0,206.9,224.4,197.4,8.3,3,115,86,60,2,123,0
387-5533,0,239,273,278.2,13.5,1,156,106,93,8,101,0
362-3660,0,179.3,252.7,227.5,8,0,97,126,114,5,43,0
357-3577,0,185.3,219.1,243.6,5.5,0,91,88,107,5,69,0
394-3312,0,141.4,123.9,323.5,8.1,2,80,76,88,3,15,1
395-8330,25,248.6,119.3,194.3,12,1,91,115,83,1,107,0
373-8895,0,152.5,252.4,185.4,4.9,2,131,107,104,3,67,0
386-4581,0,145.6,230.9,181.5,11.4,1,102,87,86,7,99,0
354-8191,0,164.2,196.2,236.1,8.1,1,116,153,119,1,46,0
359-7562,0,221,165.4,235.4,9.7,1,115,97,117,4,55,1
359-4336,0,295.4,232.1,204.4,11.5,1,126,117,123,2,39,0
336-9901,0,139.8,174.9,201.6,9.4,2,98,143,135,7,92,0
406-3069,0,162.3,149.1,255.5,14.8,4,99,78,115,1,56,0
334-6519,0,272.7,236.4,235.5,7.7,0,97,95,105,2,76,0
361-8113,33,200.3,226.6,198.8,12.9,2,75,67,91,3,132,1
347-9769,28,157.1,172.4,184.5,11.1,1,77,97,94,9,140,0
352-9130,12,135.8,200.6,192.4,12.3,2,60,134,98,7,51,1
378-4557,0,236.7,231.9,164.7,12.7,1,110,92,85,6,27,0
360-8919,0,111.4,175,217.2,5.5,3,133,66,106,6,224,0
405-4109,28,156.1,107.1,167.7,14.7,0,89,114,95,3,105,1
381-2498,0,191.1,282.8,84.8,12,2,93,56,118,4,117,0
357-5696,0,153,141.1,171.5,10.3,1,123,127,76,15,91,0
412-2947,0,218.8,242.8,85.8,10.3,4,123,64,80,3,135,0
363-3571,0,205.4,134.9,310.5,10.3,3,101,77,83,2,146,0
405-5403,0,225.2,184.9,143.2,9.9,0,111,98,146,1,147,1
330-9354,0,249.9,254.5,273.2,8.9,2,127,118,98,6,68,0
396-7091,0,131.6,137,256.3,10.2,3,89,109,107,5,68,0
398-3004,21,197.9,165.6,208,10.1,0,99,100,120,9,86,0
400-4020,0,166.5,210.2,257.2,9.9,1,129,107,93,5,131,0
356-3448,29,225.4,187.1,281.1,12.9,1,79,112,112,3,86,0
335-2019,0,275.8,189.5,223.9,7.4,2,103,108,93,5,159,0
332-6633,40,142.9,88.6,290,10.8,1,105,61,96,6,134,0
359-7648,0,207.2,256,211,9.9,1,113,80,87,1,113,0
412-9190,0,206.2,211.2,196.2,10.2,1,100,118,122,6,132,0
368-9007,0,210.3,195.8,221.6,11.2,1,66,76,82,7,85,0
384-5632,38,225.7,119.6,193.2,14,1,117,122,125,7,93,1
352-6068,33,167.8,205.3,130,14.5,4,91,91,132,4,174,0
343-9645,0,197.7,152.2,221,7,2,118,96,93,3,61,0
384-7873,39,169.8,65.2,144.4,10.9,1,105,116,92,4,91,0
396-2187,28,190.6,237.3,211.6,9.8,2,104,105,116,1,88,0
383-5109,45,80.3,153.3,309.2,12.8,2,140,101,123,3,88,0
377-7843,36,231.7,225.1,201.7,12.1,0,110,88,89,2,195,0
382-7999,0,69.1,230.3,256.7,6.5,0,114,109,96,4,182,0
328-1222,0,188.8,217.4,220.1,8.2,4,60,64,100,7,118,0
371-1727,0,150.6,169.1,221.2,10.4,8,125,126,104,8,103,0
369-8871,0,192,139.5,187.4,5.5,2,89,88,102,4,65,0
335-9726,25,163.7,113.2,134.1,9.9,3,78,112,118,3,61,0
357-3709,0,211.7,198.7,301.7,6.5,1,100,101,136,9,172,0
422-9964,0,175.5,132.3,242.9,11.8,1,103,120,96,3,72,0
366-9211,0,150.1,200.1,266.7,11,2,120,85,105,3,113,0
384-9033,0,189.5,176.3,225.9,14.2,1,99,117,112,2,177,0
382-4932,0,70.8,215.6,230.8,9.5,6,94,102,125,1,100,0
404-7518,0,215.5,190.7,214.5,8.6,1,102,95,106,6,67,0
353-1954,0,101.7,202.8,136.2,9.4,3,105,99,119,6,136,0
391-7166,0,258.4,126.8,182.4,9.7,4,132,119,87,8,71,0
370-9000,0,242.4,152.9,318.3,11.8,1,126,115,115,6,134,0
332-3642,0,131.8,284.3,305.5,11.3,1,82,119,101,2,124,0
412-3898,0,190.2,197.7,247.5,9.8,2,102,141,102,6,84,0
366-5640,0,154.1,204.2,196.2,9.8,2,104,112,92,4,39,0
356-2302,0,188,90.5,150.3,15.3,3,127,118,64,3,110,0
345-9018,0,103.1,275,141.1,11.2,1,70,129,92,5,102,0
365-6205,0,175.4,159.5,260.6,11.6,0,130,130,96,4,70,0
337-1151,0,145.4,209.1,214,10.9,1,93,98,96,1,142,0
374-4664,0,250.6,187.9,120.3,7.8,1,85,50,131,5,81,1
396-9656,0,161.5,214.2,315,8.6,1,123,81,106,5,17,0
377-5043,0,260.1,256.5,229.1,10,1,101,68,89,2,119,0
401-7359,0,281.3,301.5,202.8,8.7,0,124,96,109,3,105,0
375-2184,42,130.1,167,244.7,13.6,3,90,128,80,5,108,1
367-6005,0,102,113.3,188.6,11.4,2,118,134,105,3,90,0
364-2166,33,218.7,155,99,12.1,1,104,144,117,4,100,0
414-4741,30,128.5,188.4,254.4,6.8,1,86,91,85,6,155,0
403-9719,0,128.7,227.1,178.1,9.2,2,100,67,135,4,113,0
371-8452,0,172.2,162.6,250.3,8.7,1,92,76,101,4,123,0
392-6239,0,199.2,126,289.2,7.6,1,124,86,135,3,145,0
410-5250,0,184.5,200.5,279.2,8.8,2,98,93,91,3,42,0
336-1574,0,168.6,175.6,243.3,10.9,0,99,107,92,7,125,0
406-8324,30,174,205.3,218.2,6.7,1,118,81,90,3,131,0
411-7110,0,230.4,257.4,107.3,8.5,1,65,80,88,3,107,0
341-9907,0,198.2,202.8,146.4,5.1,1,73,115,73,5,48,0
400-8952,0,186.1,211.6,230.6,8,0,96,100,100,4,76,0
333-9266,0,148.5,243,255.2,6.8,1,105,106,114,2,128,0
419-4894,0,157.1,268.8,181.5,10,0,109,83,91,8,73,0
364-9904,0,155,133.4,176.1,7,4,110,104,84,4,52,0
394-3048,26,129.3,176.5,154.5,9.6,1,123,114,102,7,126,1
352-6265,0,188.5,182,218.2,6.1,1,77,123,127,6,124,0
357-3187,0,208.8,225.3,221.6,11.1,0,120,100,130,5,137,0
373-8483,0,238,278.5,193.1,11.8,0,82,94,134,10,71,0
375-9930,0,211.1,206.9,193.9,5.6,0,103,108,70,4,139,0
352-6282,30,198.9,207,159.8,12.6,3,87,90,76,4,107,0
396-2945,0,212.8,204.1,156.2,10.2,1,79,91,113,2,147,0
412-3527,0,137.4,120,130.3,12.4,3,126,94,64,2,116,0
328-4231,31,191.8,267.8,200.5,12.8,2,75,135,62,3,60,0
413-9055,0,149,49.2,163.3,13.9,0,92,78,93,11,38,0
363-8755,0,117.1,249.6,162.2,11.1,3,118,90,84,4,63,0
388-8891,0,108,241.9,252.1,10.4,3,79,152,92,3,94,0
360-1776,0,112.8,199.4,142.7,10.1,0,133,116,105,5,131,0
411-3578,0,175.9,188.3,188.3,11,1,105,88,98,6,158,0
399-7268,0,236.6,169.9,212.3,11.1,1,109,107,118,2,139,0
350-1532,0,169.4,184.9,234.3,2,1,102,144,89,7,77,0
359-2197,0,129.6,246.2,172.1,9.4,3,79,99,124,10,140,0
407-9290,0,177.1,184.7,174.1,8,1,97,105,94,6,72,0
358-6672,20,133.3,184.1,272.9,13.5,1,63,123,107,2,52,0
393-4621,0,167.8,212.9,208.2,13,5,121,123,73,3,103,0
336-7357,32,174.6,310.6,234.7,9,1,107,115,92,4,74,0
351-1466,0,150.3,255.9,136.7,12.5,2,101,112,62,4,124,0
394-6668,21,283.2,239.7,149.5,6.3,5,110,108,80,1,85,0
403-2673,20,157.8,161.5,271.5,8.7,5,83,56,100,2,113,0
355-1735,0,141.2,149.1,171.4,7,2,132,90,72,2,71,0
416-7679,27,230.2,196.1,215.4,10.4,1,106,78,108,2,177,0
340-4972,0,237.8,208.9,167.8,15.6,2,92,119,86,6,49,1
417-4826,0,204,168.5,164,13.3,3,84,61,102,3,106,1
408-6676,0,221.1,178.6,202.7,7.4,1,106,48,90,3,60,0
417-6683,0,177.2,142.6,314.1,12.7,4,93,60,144,2,43,0
331-6270,0,118,248.1,214.4,5.3,1,133,99,122,5,66,0
404-9754,0,163.8,255.6,192.9,15.7,0,73,85,95,4,125,0
364-9425,4,141.3,230.4,223.7,9.4,3,96,88,85,3,114,0
339-6477,0,272.5,226.1,159.1,16.4,3,119,94,94,5,112,0
362-2787,16,118.9,228.3,180.1,8.2,2,112,97,111,5,101,0
405-9233,0,7.9,136.4,156.6,12.1,0,100,83,89,1,70,0
416-1845,0,159.5,167.2,138.6,10.2,0,96,123,106,4,59,0
385-9657,0,150.2,185.7,212.5,12.1,1,70,98,128,2,59,0
420-5652,30,144.5,262.3,226.5,12,2,35,101,82,7,124,0
415-1141,0,140.7,210.9,229.9,12.4,2,88,98,125,4,99,0
334-5634,0,169.2,216.8,179.4,12.6,1,123,83,107,3,150,0
403-4200,0,220.8,148.5,183.9,7.6,2,77,87,100,3,81,0
357-7893,0,216.3,266.3,214,4.5,0,96,77,110,3,86,0
369-2899,0,169.5,157.6,98.2,10.6,0,96,94,70,7,84,0
381-1026,35,256.3,258.1,215.5,11.7,1,119,91,130,1,118,0
388-8722,0,179.7,299.8,185.3,7.6,1,128,92,120,3,89,0
418-3135,0,266,130.1,165.8,13.1,3,120,84,63,6,93,0
380-3974,0,96.7,193.8,171.7,9.7,2,97,95,88,3,85,0
338-7232,0,82.7,194.6,159,10.9,0,116,95,54,9,160,0
334-5223,0,168.2,161.7,192.4,10.1,3,87,92,112,3,28,0
340-8323,0,286.4,178.2,214.2,10.7,1,109,67,152,14,73,0
337-6851,0,174.3,186.6,258.2,12.9,3,95,128,105,5,156,0
344-5973,0,190.6,161.7,189.9,13,1,100,104,136,6,33,1
335-2261,0,175.5,205.1,245.2,17.8,4,86,78,100,3,77,0
343-1458,0,133.4,204.6,196.9,11.1,1,102,71,103,7,119,0
415-4875,27,204.6,136,210.5,6.6,3,96,93,82,2,91,0
381-2726,0,242.2,233.2,188.5,6.2,3,88,89,121,6,102,0
395-3852,33,253.1,210.1,95,11.9,3,112,94,98,4,86,0
358-7914,0,130,185.3,178.7,8.3,0,110,88,105,4,82,0
332-6958,0,105.9,189.6,170.9,12.7,0,151,142,67,7,89,0
355-1019,0,194.2,193.8,192,9.3,3,98,95,123,7,86,0
382-9447,0,183.8,123.5,160.7,6.1,1,111,92,105,2,134,0
386-8536,0,196.5,190,163.2,10.8,2,82,89,99,2,92,0
363-3818,0,184.5,172,183.4,13.7,3,81,103,96,3,87,0
360-6416,0,261.9,148.1,145.2,13.8,0,113,99,74,4,64,0
332-8764,0,202.4,260.2,177.4,9.2,3,118,67,112,5,80,0
398-4814,39,167.4,172.7,192.6,9.5,3,113,94,113,4,165,0
410-5963,22,167.7,246.8,203.9,7.5,1,104,91,117,11,153,0
399-6642,30,191.7,193,149.4,11.1,1,109,86,93,4,41,0
390-9986,0,240.2,230.3,217,5.2,2,78,109,83,1,108,0
391-1793,26,189.1,178.2,199.3,11.1,1,112,97,104,4,104,0
352-5542,0,127.7,182.9,172.9,10.6,1,67,90,92,7,115,0
386-8118,0,205.2,99.5,189.5,13.4,1,106,122,75,3,87,0
394-9825,23,153.6,216.9,161.3,12.6,2,93,88,91,3,159,0
382-4952,0,154.5,193.6,180.9,13.4,2,129,87,145,3,119,0
387-2698,0,153.7,194,256.1,14.1,1,109,105,114,6,69,0
417-1360,36,171.2,185.8,227.6,10.8,1,138,102,97,3,87,1
408-4836,0,328.1,151.7,303.5,8.7,1,106,89,114,3,93,0
374-8329,0,145.9,208.2,180.9,14.4,0,69,141,106,10,154,1
363-8424,37,201.2,280.1,154.2,11.8,1,76,122,110,1,57,0
408-8910,0,139.1,246,207.2,11.4,5,72,112,121,9,130,0
399-3840,0,118.9,278.3,194.8,13.2,2,128,65,61,10,151,0
367-8692,0,217.6,279,250.7,10.4,2,87,71,65,4,162,0
387-4504,0,145,209.1,328.5,14.6,1,133,92,112,2,60,0
328-2647,0,203.5,289.6,212.9,8.7,3,89,69,71,3,81,0
369-7903,0,240.1,180.4,133.4,8,3,115,91,122,6,132,0
399-6852,0,83.8,240.2,158.6,6.7,1,121,96,108,8,86,0
335-4888,0,269.8,228.8,257.5,10.1,1,106,101,106,8,136,0
344-2260,21,126.3,209.6,192.5,10.6,1,84,102,129,2,121,0
349-4070,15,88.1,175.9,269.9,9.7,2,125,142,85,1,105,0
394-6505,34,218.5,196.7,151.1,9.9,2,61,74,103,4,105,0
419-3612,26,236.8,263.4,181.1,11.2,1,61,97,91,8,51,0
356-1952,0,124.1,192.8,162.9,6.4,3,117,108,84,5,64,0
416-7866,30,184.2,167.5,212.8,10,0,132,109,114,10,80,1
398-1759,0,222.7,277,101.8,13.6,4,133,89,94,4,56,0
338-9950,0,149.2,193.6,248.9,11.1,1,98,88,119,5,120,0
412-7278,0,206.5,180.2,220.6,12.2,3,125,113,95,4,103,0
347-1263,27,159.7,168.8,244.1,9.6,3,102,113,127,9,164,0
386-5684,27,204.7,209.4,212.9,7,2,118,91,67,2,116,0
